Symbol,Date,Signal,Confidence,Type,Condition,ATRpct,Pattern detected,Breakout
BR,2025-12-19,SELL_TGT_18w:230.8602,2.17,TARGET,SELL_TGT_18w,1.78,Triple Bottom,No
BR,2025-12-19,SELL_TGT_30w:230.8602,2.17,TARGET,SELL_TGT_30w,1.78,Triple Bottom,No
CTLP,2025-12-19,Stage: Accumulation,65.0,WATCH,STAGE,,Triple Bottom,No
CTLP,2025-12-19,SELL_TGT_6w:10.7292,1.31,TARGET,SELL_TGT_6w,0.69,Triple Bottom,No
CTLP,2025-12-19,SELL_TGT_8w:10.7292,1.31,TARGET,SELL_TGT_8w,0.69,Triple Bottom,No
CTLP,2025-12-19,SELL_TGT_12w:10.7154,1.18,TARGET,SELL_TGT_12w,0.69,Triple Bottom,No
CTLP,2025-12-19,SELL_TGT_18w:10.7154,1.18,TARGET,SELL_TGT_18w,0.69,Triple Bottom,No
CTLP,2025-12-19,SELL_TGT_30w:10.7154,1.18,TARGET,SELL_TGT_30w,0.69,Triple Bottom,No
SizePct
CTLP,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,0.69,Triple Bottom,No,2.5
DJT,2025-12-19,Stage: Accumulation,70.0,WATCH,STAGE,,Double Bottom,Yes
DJT,2025-12-19,SELL_TGT_6w:16.2509,1.0,TARGET,SELL_TGT_6w,5.44,Double Bottom,Yes
DJT,2025-12-19,SELL_TGT_8w:16.2509,1.0,TARGET,SELL_TGT_8w,5.44,Double Bottom,Yes
DJT,2025-12-19,SELL_TGT_12w:16.2509,1.0,TARGET,SELL_TGT_12w,5.44,Double Bottom,Yes
DJT,2025-12-19,SELL_TGT_18w:16.2509,1.0,TARGET,SELL_TGT_18w,5.44,Double Bottom,Yes
DJT,2025-12-19,SELL_TGT_30w:16.2509,1.0,TARGET,SELL_TGT_30w,5.44,Double Bottom,Yes
CTEV,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,,No
CTEV,2025-12-19,SELL_TGT_6w:53.6992,30.91,TARGET,SELL_TGT_6w,8.11,,No
CTEV,2025-12-19,SELL_TGT_8w:53.6992,30.91,TARGET,SELL_TGT_8w,8.11,,No
CTEV,2025-12-19,SELL_TGT_12w:52.4988,27.98,TARGET,SELL_TGT_12w,8.11,,No
CTEV,2025-12-19,SELL_TGT_18w:52.4988,27.98,TARGET,SELL_TGT_18w,8.11,,No
CTEV,2025-12-19,SELL_TGT_30w:52.4988,27.98,TARGET,SELL_TGT_30w,8.11,,No
GOOGL,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Double Bottom,No
GOOGL,2025-12-19,SELL_TGT_6w:326.0242,6.14,TARGET,SELL_TGT_6w,2.56,Double Bottom,No
GOOGL,2025-12-19,SELL_TGT_8w:326.0242,6.14,TARGET,SELL_TGT_8w,2.56,Double Bottom,No
GOOGL,2025-12-19,SELL_TGT_12w:324.1538,5.53,TARGET,SELL_TGT_12w,2.56,Double Bottom,No
GOOGL,2025-12-19,SELL_TGT_18w:324.1538,5.53,TARGET,SELL_TGT_18w,2.56,Double Bottom,No
GOOGL,2025-12-19,SELL_TGT_30w:324.1538,5.53,TARGET,SELL_TGT_30w,2.56,Double Bottom,No
SizePct
GOOGL,2025-12-20,Overbought (>27% above 200 DEMA),30.0,SELL,Overbought (>27% above 200 DEMA),2.56,Double Bottom,No,1.5
SizePct
GOOGL,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.56,Double Bottom,No,0.0
ENTA,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Triple Bottom,No
ENTA,2025-12-19,SELL_TGT_6w:15.5439,1.0,TARGET,SELL_TGT_6w,5.31,Triple Bottom,No
ENTA,2025-12-19,SELL_TGT_8w:15.5439,1.0,TARGET,SELL_TGT_8w,5.31,Triple Bottom,No
ENTA,2025-12-19,SELL_TGT_12w:15.5439,1.0,TARGET,SELL_TGT_12w,5.31,Triple Bottom,No
ENTA,2025-12-19,SELL_TGT_18w:15.5439,1.0,TARGET,SELL_TGT_18w,5.31,Triple Bottom,No
ENTA,2025-12-19,SELL_TGT_30w:15.5439,1.0,TARGET,SELL_TGT_30w,5.31,Triple Bottom,No
SizePct
ENTA,2025-12-20,Overbought (>27% above 200 DEMA),29.5,SELL,Overbought (>27% above 200 DEMA),5.31,Triple Bottom,No,1.48
SizePct
ENTA,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,5.31,Triple Bottom,No,0.0
SPFI,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,,No
SPFI,2025-12-19,SELL_TGT_6w:40.8385,1.39,TARGET,SELL_TGT_6w,2.26,,No
SPFI,2025-12-19,SELL_TGT_8w:40.6828,1.0,TARGET,SELL_TGT_8w,2.26,,No
SPFI,2025-12-19,SELL_TGT_12w:40.6828,1.0,TARGET,SELL_TGT_12w,2.26,,No
SPFI,2025-12-19,SELL_TGT_18w:40.6828,1.0,TARGET,SELL_TGT_18w,2.26,,No
SPFI,2025-12-19,SELL_TGT_30w:40.6828,1.0,TARGET,SELL_TGT_30w,2.26,,No
SizePct
SPFI,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.26,-,No,0.0
LSPD,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Double Bottom,No
LSPD,2025-12-19,SELL_TGT_6w:12.5176,4.14,TARGET,SELL_TGT_6w,3.76,Double Bottom,No
LSPD,2025-12-19,SELL_TGT_8w:12.5176,4.14,TARGET,SELL_TGT_8w,3.76,Double Bottom,No
LSPD,2025-12-19,SELL_TGT_12w:12.4027,3.18,TARGET,SELL_TGT_12w,3.76,Double Bottom,No
LSPD,2025-12-19,SELL_TGT_18w:12.4027,3.18,TARGET,SELL_TGT_18w,3.76,Double Bottom,No
LSPD,2025-12-19,SELL_TGT_30w:12.4027,3.18,TARGET,SELL_TGT_30w,3.76,Double Bottom,No
CASS,2025-12-19,Stage: Accumulation,100.0,WATCH,STAGE,,Double Bottom,No
CASS,2025-12-19,SELL_TGT_6w:44.3694,2.42,TARGET,SELL_TGT_6w,2.34,Double Bottom,No
CASS,2025-12-19,SELL_TGT_8w:43.7532,1.0,TARGET,SELL_TGT_8w,2.34,Double Bottom,No
CASS,2025-12-19,SELL_TGT_12w:43.7532,1.0,TARGET,SELL_TGT_12w,2.34,Double Bottom,No
CASS,2025-12-19,SELL_TGT_18w:43.7532,1.0,TARGET,SELL_TGT_18w,2.34,Double Bottom,No
CASS,2025-12-19,SELL_TGT_30w:43.7532,1.0,TARGET,SELL_TGT_30w,2.34,Double Bottom,No
UNTY,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Ascending Triangle,No
UNTY,2025-12-19,SELL_TGT_6w:54.8812,0.29,TARGET,SELL_TGT_6w,3.42,Ascending Triangle,No
UNTY,2025-12-19,SELL_TGT_8w:54.8812,0.29,TARGET,SELL_TGT_8w,3.42,Ascending Triangle,No
UNTY,2025-12-19,SELL_TGT_12w:55.2672,1.0,TARGET,SELL_TGT_12w,3.42,Ascending Triangle,No
UNTY,2025-12-19,SELL_TGT_18w:55.2672,1.0,TARGET,SELL_TGT_18w,3.42,Ascending Triangle,No
UNTY,2025-12-19,SELL_TGT_30w:55.2672,1.0,TARGET,SELL_TGT_30w,3.42,Ascending Triangle,No
SizePct
UNTY,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,3.42,Ascending Triangle,No,0.0
VKTX,2025-12-19,Stage: Accumulation,100.0,WATCH,STAGE,,,No
VKTX,2025-12-19,SELL_TGT_6w:39.2793,11.62,TARGET,SELL_TGT_6w,5.45,,No
VKTX,2025-12-19,SELL_TGT_8w:39.2793,11.62,TARGET,SELL_TGT_8w,5.45,,No
VKTX,2025-12-19,SELL_TGT_12w:38.8056,10.27,TARGET,SELL_TGT_12w,5.45,,No
VKTX,2025-12-19,SELL_TGT_18w:38.8056,10.27,TARGET,SELL_TGT_18w,5.45,,No
VKTX,2025-12-19,SELL_TGT_30w:38.8056,10.27,TARGET,SELL_TGT_30w,5.45,,No
SizePct
VKTX,2025-12-20,MACD Bearish below zero,49.3,SELL,MACD Bearish below zero,5.45,-,No,2.47
SizePct
VKTX,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,5.45,-,No,0.0
MFIN,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Ascending Triangle,No
MFIN,2025-12-19,SELL_TGT_6w:10.9282,1.0,TARGET,SELL_TGT_6w,2.85,Ascending Triangle,No
MFIN,2025-12-19,SELL_TGT_8w:10.9282,1.0,TARGET,SELL_TGT_8w,2.85,Ascending Triangle,No
MFIN,2025-12-19,SELL_TGT_12w:10.9282,1.0,TARGET,SELL_TGT_12w,2.85,Ascending Triangle,No
MFIN,2025-12-19,SELL_TGT_18w:10.9282,1.0,TARGET,SELL_TGT_18w,2.85,Ascending Triangle,No
MFIN,2025-12-19,SELL_TGT_30w:10.9282,1.0,TARGET,SELL_TGT_30w,2.85,Ascending Triangle,No
SizePct
MFIN,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.85,Ascending Triangle,No,0.0
RUM,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Double Bottom,No
RUM,2025-12-19,SELL_TGT_6w:7.7317,12.05,TARGET,SELL_TGT_6w,6.26,Double Bottom,No
RUM,2025-12-19,SELL_TGT_8w:7.7317,12.05,TARGET,SELL_TGT_8w,6.26,Double Bottom,No
RUM,2025-12-19,SELL_TGT_12w:7.6262,10.52,TARGET,SELL_TGT_12w,6.26,Double Bottom,No
RUM,2025-12-19,SELL_TGT_18w:7.6262,10.52,TARGET,SELL_TGT_18w,6.26,Double Bottom,No
RUM,2025-12-19,SELL_TGT_30w:7.6262,10.52,TARGET,SELL_TGT_30w,6.26,Double Bottom,No
CCSI,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Double Bottom,No
CCSI,2025-12-19,SELL_TGT_6w:23.5882,2.11,TARGET,SELL_TGT_6w,3.13,Double Bottom,No
CCSI,2025-12-19,SELL_TGT_8w:29.6282,28.26,TARGET,SELL_TGT_8w,3.13,Double Bottom,No
CCSI,2025-12-19,SELL_TGT_12w:29.3804,27.19,TARGET,SELL_TGT_12w,3.13,Double Bottom,No
CCSI,2025-12-19,SELL_TGT_18w:29.3804,27.19,TARGET,SELL_TGT_18w,3.13,Double Bottom,No
CCSI,2025-12-19,SELL_TGT_30w:29.3804,27.19,TARGET,SELL_TGT_30w,3.13,Double Bottom,No
GSAT,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,,No
GSAT,2025-12-19,SELL_TGT_6w:73.5145,18.1,TARGET,SELL_TGT_6w,7.27,,No
GSAT,2025-12-19,SELL_TGT_8w:73.5145,18.1,TARGET,SELL_TGT_8w,7.27,,No
GSAT,2025-12-19,SELL_TGT_12w:72.6041,16.63,TARGET,SELL_TGT_12w,7.27,,No
GSAT,2025-12-19,SELL_TGT_18w:72.6041,16.63,TARGET,SELL_TGT_18w,7.27,,No
GSAT,2025-12-19,SELL_TGT_30w:72.6041,16.63,TARGET,SELL_TGT_30w,7.27,,No
SizePct
GSAT,2025-12-20,Overbought (>27% above 200 DEMA),26.6,SELL,Overbought (>27% above 200 DEMA),7.27,-,No,1.33
SizePct
GSAT,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,7.27,-,No,0.0
U,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Ascending Triangle,No
U,2025-12-19,SELL_TGT_6w:51.336,10.59,TARGET,SELL_TGT_6w,5.11,Ascending Triangle,No
U,2025-12-19,SELL_TGT_8w:51.336,10.59,TARGET,SELL_TGT_8w,5.11,Ascending Triangle,No
U,2025-12-19,SELL_TGT_12w:50.7934,9.42,TARGET,SELL_TGT_12w,5.11,Ascending Triangle,No
U,2025-12-19,SELL_TGT_18w:50.7934,9.42,TARGET,SELL_TGT_18w,5.11,Ascending Triangle,No
U,2025-12-19,SELL_TGT_30w:50.7934,9.42,TARGET,SELL_TGT_30w,5.11,Ascending Triangle,No
SizePct
U,2025-12-20,Overbought (>27% above 200 DEMA),29.8,SELL,Overbought (>27% above 200 DEMA),5.11,Ascending Triangle,No,1.49
SizePct
U,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,5.11,Ascending Triangle,No,0.0
AAPL,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Double Bottom,No
AAPL,2025-12-19,SELL_TGT_6w:287.0231,4.88,TARGET,SELL_TGT_6w,1.68,Double Bottom,No
AAPL,2025-12-19,SELL_TGT_8w:287.0231,4.88,TARGET,SELL_TGT_8w,1.68,Double Bottom,No
AAPL,2025-12-19,SELL_TGT_12w:285.9586,4.49,TARGET,SELL_TGT_12w,1.68,Double Bottom,No
AAPL,2025-12-19,SELL_TGT_18w:285.9586,4.49,TARGET,SELL_TGT_18w,1.68,Double Bottom,No
AAPL,2025-12-19,SELL_TGT_30w:285.9586,4.49,TARGET,SELL_TGT_30w,1.68,Double Bottom,No
SizePct
AAPL,2025-12-20,Primary,50.0,BUY,Continuation,1.68,Double Bottom,No,2.5
HWBK,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Triple Bottom,No
HWBK,2025-12-19,SELL_TGT_6w:36.8246,1.0,TARGET,SELL_TGT_6w,2.55,Triple Bottom,No
HWBK,2025-12-19,SELL_TGT_8w:36.8246,1.0,TARGET,SELL_TGT_8w,2.55,Triple Bottom,No
HWBK,2025-12-19,SELL_TGT_12w:36.8246,1.0,TARGET,SELL_TGT_12w,2.55,Triple Bottom,No
HWBK,2025-12-19,SELL_TGT_18w:36.8246,1.0,TARGET,SELL_TGT_18w,2.55,Triple Bottom,No
HWBK,2025-12-19,SELL_TGT_30w:36.8246,1.0,TARGET,SELL_TGT_30w,2.55,Triple Bottom,No
SizePct
HWBK,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.55,Triple Bottom,No,0.0
QCOM,2025-12-19,Stage: Mark-Up,65.0,WATCH,STAGE,,Cup and Handle,Yes
QCOM,2025-12-19,SELL_TGT_6w:181.5024,3.57,TARGET,SELL_TGT_6w,2.36,Cup and Handle,Yes
QCOM,2025-12-19,SELL_TGT_8w:181.5024,3.57,TARGET,SELL_TGT_8w,2.36,Cup and Handle,Yes
QCOM,2025-12-19,SELL_TGT_12w:180.2107,2.83,TARGET,SELL_TGT_12w,2.36,Cup and Handle,Yes
QCOM,2025-12-19,SELL_TGT_18w:180.2107,2.83,TARGET,SELL_TGT_18w,2.36,Cup and Handle,Yes
QCOM,2025-12-19,SELL_TGT_30w:180.2107,2.83,TARGET,SELL_TGT_30w,2.36,Cup and Handle,Yes
SizePct
QCOM,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.36,Cup and Handle,No,0.0
GFF,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Double Bottom,No
GFF,2025-12-19,SELL_TGT_6w:77.4872,1.0,TARGET,SELL_TGT_6w,2.23,Double Bottom,No
GFF,2025-12-19,SELL_TGT_8w:77.4872,1.0,TARGET,SELL_TGT_8w,2.23,Double Bottom,No
GFF,2025-12-19,SELL_TGT_12w:77.4872,1.0,TARGET,SELL_TGT_12w,2.23,Double Bottom,No
GFF,2025-12-19,SELL_TGT_18w:77.4872,1.0,TARGET,SELL_TGT_18w,2.23,Double Bottom,No
GFF,2025-12-19,SELL_TGT_30w:77.4872,1.0,TARGET,SELL_TGT_30w,2.23,Double Bottom,No
SizePct
GFF,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.23,Double Bottom,No,0.0
TNK,2025-12-19,Stage: Accumulation,65.0,WATCH,STAGE,,Triple Bottom,No
TNK,2025-12-19,SELL_TGT_6w:63.1252,16.51,TARGET,SELL_TGT_6w,2.55,Triple Bottom,No
TNK,2025-12-19,SELL_TGT_8w:63.1252,16.51,TARGET,SELL_TGT_8w,2.55,Triple Bottom,No
TNK,2025-12-19,SELL_TGT_12w:62.7354,15.79,TARGET,SELL_TGT_12w,2.55,Triple Bottom,No
TNK,2025-12-19,SELL_TGT_18w:62.7354,15.79,TARGET,SELL_TGT_18w,2.55,Triple Bottom,No
TNK,2025-12-19,SELL_TGT_30w:62.7354,15.79,TARGET,SELL_TGT_30w,2.55,Triple Bottom,No
SizePct
TNK,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,2.55,Triple Bottom,No,2.5
PTCT,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Triple Bottom,No
PTCT,2025-12-19,SELL_TGT_6w:86.5571,10.17,TARGET,SELL_TGT_6w,3.57,Triple Bottom,No
PTCT,2025-12-19,SELL_TGT_8w:86.5571,10.17,TARGET,SELL_TGT_8w,3.57,Triple Bottom,No
PTCT,2025-12-19,SELL_TGT_12w:85.9286,9.37,TARGET,SELL_TGT_12w,3.57,Triple Bottom,No
PTCT,2025-12-19,SELL_TGT_18w:85.9286,9.37,TARGET,SELL_TGT_18w,3.57,Triple Bottom,No
PTCT,2025-12-19,SELL_TGT_30w:85.9286,9.37,TARGET,SELL_TGT_30w,3.57,Triple Bottom,No
SizePct
PTCT,2025-12-20,Overbought (>27% above 200 DEMA),30.0,SELL,Overbought (>27% above 200 DEMA),3.57,Triple Bottom,No,1.5
SizePct
PTCT,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,3.57,Triple Bottom,No,0.0
LGIH,2025-12-19,Stage: Mark-Down,85.0,WATCH,STAGE,,,Yes
LGIH,2025-12-19,SELL_TGT_6w:54.4555,22.45,TARGET,SELL_TGT_6w,4.84,,Yes
LGIH,2025-12-19,SELL_TGT_8w:54.4555,22.45,TARGET,SELL_TGT_8w,4.84,,Yes
LGIH,2025-12-19,SELL_TGT_12w:53.8859,21.17,TARGET,SELL_TGT_12w,4.84,,Yes
LGIH,2025-12-19,SELL_TGT_18w:53.8859,21.17,TARGET,SELL_TGT_18w,4.84,,Yes
LGIH,2025-12-19,SELL_TGT_30w:53.8859,21.17,TARGET,SELL_TGT_30w,4.84,,Yes
SizePct
LGIH,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,4.84,-,No,2.5
ARGT,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,,No
ARGT,2025-12-19,SELL_TGT_6w:94.5747,3.58,TARGET,SELL_TGT_6w,2.43,,No
ARGT,2025-12-19,SELL_TGT_8w:94.5747,3.58,TARGET,SELL_TGT_8w,2.43,,No
ARGT,2025-12-19,SELL_TGT_12w:93.8445,2.78,TARGET,SELL_TGT_12w,2.43,,No
ARGT,2025-12-19,SELL_TGT_18w:93.8445,2.78,TARGET,SELL_TGT_18w,2.43,,No
ARGT,2025-12-19,SELL_TGT_30w:93.8445,2.78,TARGET,SELL_TGT_30w,2.43,,No
SizePct
ARGT,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.43,-,No,0.0
PXH,2025-12-19,Stage: Mark-Up,70.0,WATCH,STAGE,,Triple Bottom,No
PXH,2025-12-19,SELL_TGT_6w:26.235,1.49,TARGET,SELL_TGT_6w,0.95,Triple Bottom,No
PXH,2025-12-19,SELL_TGT_8w:26.235,1.49,TARGET,SELL_TGT_8w,0.95,Triple Bottom,No
PXH,2025-12-19,SELL_TGT_12w:26.165,1.22,TARGET,SELL_TGT_12w,0.95,Triple Bottom,No
PXH,2025-12-19,SELL_TGT_18w:26.165,1.22,TARGET,SELL_TGT_18w,0.95,Triple Bottom,No
PXH,2025-12-19,SELL_TGT_30w:26.165,1.22,TARGET,SELL_TGT_30w,0.95,Triple Bottom,No
SizePct
PXH,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,0.95,Triple Bottom,No,2.5
SizePct
PXH,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,0.95,Triple Bottom,No,0.0
INTU,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Cup and Handle,No
INTU,2025-12-19,SELL_TGT_6w:675.6339,0.65,TARGET,SELL_TGT_6w,2.41,Cup and Handle,No
INTU,2025-12-19,SELL_TGT_8w:675.6339,0.65,TARGET,SELL_TGT_8w,2.41,Cup and Handle,No
INTU,2025-12-19,SELL_TGT_12w:671.9232,0.09,TARGET,SELL_TGT_12w,2.41,Cup and Handle,No
INTU,2025-12-19,SELL_TGT_18w:671.9232,0.09,TARGET,SELL_TGT_18w,2.41,Cup and Handle,No
INTU,2025-12-19,SELL_TGT_30w:671.9232,0.09,TARGET,SELL_TGT_30w,2.41,Cup and Handle,No
SizePct
INTU,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.41,Cup and Handle,No,0.0
MGEE,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,,Yes
MGEE,2025-12-19,SELL_TGT_6w:83.1705,5.57,TARGET,SELL_TGT_6w,2.04,,Yes
MGEE,2025-12-19,SELL_TGT_8w:84.2505,6.94,TARGET,SELL_TGT_8w,2.04,,Yes
MGEE,2025-12-19,SELL_TGT_12w:83.9175,6.52,TARGET,SELL_TGT_12w,2.04,,Yes
MGEE,2025-12-19,SELL_TGT_18w:83.9175,6.52,TARGET,SELL_TGT_18w,2.04,,Yes
MGEE,2025-12-19,SELL_TGT_30w:83.9175,6.52,TARGET,SELL_TGT_30w,2.04,,Yes
INSE,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Triple Bottom,Yes
INSE,2025-12-19,SELL_TGT_6w:9.3412,2.99,TARGET,SELL_TGT_6w,5.02,Triple Bottom,Yes
INSE,2025-12-19,SELL_TGT_8w:9.3412,2.99,TARGET,SELL_TGT_8w,5.02,Triple Bottom,Yes
INSE,2025-12-19,SELL_TGT_12w:9.2354,1.82,TARGET,SELL_TGT_12w,5.02,Triple Bottom,Yes
INSE,2025-12-19,SELL_TGT_18w:9.2354,1.82,TARGET,SELL_TGT_18w,5.02,Triple Bottom,Yes
INSE,2025-12-19,SELL_TGT_30w:9.2354,1.82,TARGET,SELL_TGT_30w,5.02,Triple Bottom,Yes
SizePct
INSE,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,5.02,Triple Bottom,No,0.0
CRVL,2025-12-19,Stage: Mark-Down,65.0,WATCH,STAGE,,,Yes
CRVL,2025-12-19,SELL_TGT_6w:75.7069,10.07,TARGET,SELL_TGT_6w,2.71,,Yes
CRVL,2025-12-19,SELL_TGT_8w:75.7069,10.07,TARGET,SELL_TGT_8w,2.71,,Yes
CRVL,2025-12-19,SELL_TGT_12w:75.2248,9.37,TARGET,SELL_TGT_12w,2.71,,Yes
CRVL,2025-12-19,SELL_TGT_18w:75.2248,9.37,TARGET,SELL_TGT_18w,2.71,,Yes
CRVL,2025-12-19,SELL_TGT_30w:75.2248,9.37,TARGET,SELL_TGT_30w,2.71,,Yes
MPAA,2025-12-19,Stage: Accumulation,100.0,WATCH,STAGE,,Double Bottom,No
MPAA,2025-12-19,SELL_TGT_6w:13.9625,8.57,TARGET,SELL_TGT_6w,5.15,Double Bottom,No
MPAA,2025-12-19,SELL_TGT_8w:13.9625,8.57,TARGET,SELL_TGT_8w,5.15,Double Bottom,No
MPAA,2025-12-19,SELL_TGT_12w:13.7909,7.24,TARGET,SELL_TGT_12w,5.15,Double Bottom,No
MPAA,2025-12-19,SELL_TGT_18w:13.7909,7.24,TARGET,SELL_TGT_18w,5.15,Double Bottom,No
MPAA,2025-12-19,SELL_TGT_30w:13.7909,7.24,TARGET,SELL_TGT_30w,5.15,Double Bottom,No
DFH,2025-12-19,Stage: Mark-Down,65.0,WATCH,STAGE,,,Yes
DFH,2025-12-19,SELL_TGT_6w:19.9246,11.31,TARGET,SELL_TGT_6w,4.47,,Yes
DFH,2025-12-19,SELL_TGT_8w:19.9246,11.31,TARGET,SELL_TGT_8w,4.47,,Yes
DFH,2025-12-19,SELL_TGT_12w:19.7011,10.06,TARGET,SELL_TGT_12w,4.47,,Yes
DFH,2025-12-19,SELL_TGT_18w:19.7011,10.06,TARGET,SELL_TGT_18w,4.47,,Yes
DFH,2025-12-19,SELL_TGT_30w:19.7011,10.06,TARGET,SELL_TGT_30w,4.47,,Yes
ALNT,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,,No
ALNT,2025-12-19,SELL_TGT_6w:56.8773,3.28,TARGET,SELL_TGT_6w,4.8,,No
ALNT,2025-12-19,SELL_TGT_8w:56.8773,3.28,TARGET,SELL_TGT_8w,4.8,,No
ALNT,2025-12-19,SELL_TGT_12w:56.3155,2.26,TARGET,SELL_TGT_12w,4.8,,No
ALNT,2025-12-19,SELL_TGT_18w:56.3155,2.26,TARGET,SELL_TGT_18w,4.8,,No
ALNT,2025-12-19,SELL_TGT_30w:56.3155,2.26,TARGET,SELL_TGT_30w,4.8,,No
SizePct
ALNT,2025-12-20,Overbought (>27% above 200 DEMA),30.0,SELL,Overbought (>27% above 200 DEMA),4.8,-,No,1.5
SizePct
ALNT,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,4.8,-,No,0.0
IQ,2025-12-19,Stage: Mark-Down,85.0,WATCH,STAGE,,Double Bottom,No
IQ,2025-12-19,SELL_TGT_6w:2.2659,22.48,TARGET,SELL_TGT_6w,4.03,Double Bottom,No
IQ,2025-12-19,SELL_TGT_8w:2.2659,22.48,TARGET,SELL_TGT_8w,4.03,Double Bottom,No
IQ,2025-12-19,SELL_TGT_12w:2.2432,21.25,TARGET,SELL_TGT_12w,4.03,Double Bottom,No
IQ,2025-12-19,SELL_TGT_18w:2.2432,21.25,TARGET,SELL_TGT_18w,4.03,Double Bottom,No
IQ,2025-12-19,SELL_TGT_30w:2.2432,21.25,TARGET,SELL_TGT_30w,4.03,Double Bottom,No
SizePct
IQ,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,4.03,Double Bottom,No,2.5
MLI,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Ascending Triangle,No
MLI,2025-12-19,SELL_TGT_6w:116.756,1.0,TARGET,SELL_TGT_6w,2.05,Ascending Triangle,No
MLI,2025-12-19,SELL_TGT_8w:116.756,1.0,TARGET,SELL_TGT_8w,2.05,Ascending Triangle,No
MLI,2025-12-19,SELL_TGT_12w:116.756,1.0,TARGET,SELL_TGT_12w,2.05,Ascending Triangle,No
MLI,2025-12-19,SELL_TGT_18w:116.756,1.0,TARGET,SELL_TGT_18w,2.05,Ascending Triangle,No
MLI,2025-12-19,SELL_TGT_30w:116.756,1.0,TARGET,SELL_TGT_30w,2.05,Ascending Triangle,No
SizePct
MLI,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.05,Ascending Triangle,No,0.0
GDDY,2025-12-19,Stage: Accumulation,65.0,WATCH,STAGE,,Triple Bottom,No
GDDY,2025-12-19,SELL_TGT_6w:130.7384,2.77,TARGET,SELL_TGT_6w,1.97,Triple Bottom,No
GDDY,2025-12-19,SELL_TGT_8w:130.7384,2.77,TARGET,SELL_TGT_8w,1.97,Triple Bottom,No
GDDY,2025-12-19,SELL_TGT_12w:130.0707,2.24,TARGET,SELL_TGT_12w,1.97,Triple Bottom,No
